Latin name,Family,Origem (Fonte? Flora do Brasil 2020?,Brasil,order,family,pollinator spp
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Hesperiidae,Perichares philetes
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Hesperiidae,Phocides pigmalion
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Hesperiidae,Urbanus dorantes
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Hesperiidae,Urbanus proteus
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Hesperiidae,Urbanus teleus
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Nymphalidae,Heliconius nanna
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Nymphalidae,Heliconius phyllis
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Saturniidae,Aellopos fadus
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Agrius cingulata
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Enyo ocypete
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Erinnyis ello
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Hyles euphorbiarum
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Isognathus caricae
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Isognathus menechus
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Manduca diffissa
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Manduca sexta
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Neogene dynaeus
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Pachylia ficus
Hancornia speciosa Gomes,Apocynaceae ,Brazil to Peru and Paraguay,Nativa,Lepidoptera,Sphingidae,Pachylia syces
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Andrenidae,Oxaea austera
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Andrenidae,Oxaea flavescens
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Acantophus excellens
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Bombus morio
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Bombus pauloensis
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Centris denudans
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Centris flavifrons
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Centris longimana
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Centris lutea
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Centris scopipes
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Centris sponsa
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Epicharis bicolor
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Epicharis flava
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Eufriesea surinamensis
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Eulaema nigrita
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Hopliphora velutina
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa brasilianorum
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa cearensis
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa frontalis
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa grisescens
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa hirsutissima
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa nigrocinta
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa ordinaria
Passiflora edulis Sims,Passifloraceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Xylocopa suspecta
Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,"Egypt, Ethiopia, Libya, Sudan",Exotica,Coleoptera,Chrysomelidae,Diabrotica sp.
Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,"Egypt, Ethiopia, Libya, Sudan",Exotica,Hymenoptera,Apidae,Apis mellifera
Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,"Egypt, Ethiopia, Libya, Sudan",Exotica,Hymenoptera,Apidae,Melipona sp.
Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,"Egypt, Ethiopia, Libya, Sudan",Exotica,Hymenoptera,Apidae,Trigona spinipes
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Apidae,Apis mellifera
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Apidae,Plebeia mosquito
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Apidae,Scaptotrigona sp.
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Apidae,Trigona pallens
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Apidae,Trigona recursa
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Apidae,Trigona spinipes
Cucumis melo L.,Cucurbitaceae,"Ethiopia to S. Africa, SW. Syria to Arabian Peninsula and Indian Subcontinent, N. & Central Australia.",Exotica,Hymenoptera,Halictidae,Halictus sp.
Momordica charantia L.,Cucurbitaceae ,Tropical & Subtropical Old World to NE Queensland.,Exotica,Coleoptera,Chrysomelidae,Diabrotica speciosa
Byrsonima crassifolia (L.) Kunth,Malpighiaceae,Mexico to Tropical America,Nativa,Hymenoptera,Apidae,Centris sp.
Byrsonima crassifolia (L.) Kunth,Malpighiaceae,Mexico to Tropical America,Nativa,Hymenoptera,Apidae,Melipona sp.
Euterpe edulis Mart.,Arecaceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Apis mellifera
Euterpe edulis Mart.,Arecaceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Plebeia droryana
Euterpe edulis Mart.,Arecaceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Plabeia emerina
Euterpe edulis Mart.,Arecaceae,Brazil to Argentina,Nativa,Hymenoptera,Apidae,Plebeia remota
Cucumis sativus L.,Cucurbitaceae,Himalaya to China and N. Thailand,Exotica,Hymenoptera,Apidae,Nannotrigona testaceicornis
Cucumis sativus L.,Cucurbitaceae,Himalaya to China and N. Thailand,Exotica,Hymenoptera,Apidae,Scaptotrigona sp.
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Chiroptera,Phyllostomidae,Anoura geoffroyii
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Chiroptera,Phyllostomidae,Carollia perspicillata
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Chiroptera,Phyllostomidae,Glossophaga soricina
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Chiroptera,Phyllostomidae,Phyllostomus discolor
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Chiroptera,Phyllostomidae,Platyrrhinus lineatus
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Lepidoptera,Sphingidae,Erinnyis ello
Caryocar brasiliense A.St.-Hil.,Caryocaceae,Brazil to Paraguay,Nativa,Lepidoptera,Sphingidae,Pseudosphinx tetrio
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Coleoptera,Melyridae,Astylus quadrilineatus
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Diptera,Syrphidae,Toxomerus sp.
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Apidae,Apis mellifera
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Apidae,Bombus pauloensis
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Apidae,Plebeia sp.
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Apidae,Trigona spinipes
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Apidae,Xylocopa augusti
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Halictidae,Dalictus sp.
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Hymenoptera,Vespidae,Polybia sp.
Pyrus pyrifolia (Burm.f.) Nakai,Rosaceae,S. China to Indo-China,Exotica,Lepidoptera,Nymphalidae,Vanessa braziliensis
Eugenia spp.,Myrtaceae,Bolivia to Brazil and NE. Argentina,Nativa,Hymenoptera,Apidae,Apis mellifera
Eugenia spp.,Myrtaceae,Bolivia to Brazil and NE. Argentina,Nativa,Hymenoptera,Apidae,Melipona sp.
Prunus persica (L.) Batsch,Rosaceae,Central China.,Exotica,Hymenoptera,Apidae,Apis mellifera
Prunus persica (L.) Batsch,Rosaceae,Central China.,Exotica,Hymenoptera,Apidae,Trigona spinipes
Prunus persica (L.) Batsch,Rosaceae,Central China.,Exotica,Hymenoptera,Apidae,Xylocopa sp.
Capsicum frutescens L.,Solanaceae,Bolivia to Brazil,Nativa,Hymenoptera,Apidae,Apis mellifera
Capsicum frutescens L.,Solanaceae,Bolivia to Brazil,Nativa,Hymenoptera,Apidae,Melipona sp.
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Diptera,Syrphidae,Toxomerus sp.
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Apis mellifera
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Exomalopsis analis
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Exomalopsis auropilosa
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Exomalopsis fulvofasciata
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Frieseomelitta varia
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Melipona fasciculata
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Melipona quadrifasciata
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Melipona scutellaris
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Melipona subnitida
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Tetragonisca angustula
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Apidae,Trigona spinipes
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Colletidae,Hylaeus tricolor
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochlora morrae
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochlora thalia
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochlorella acarinata
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochloropsis aurifluens
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochloropsis cleopatra
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochloropsis heterochroa
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochloropsis laera
Capsicum annuum L.,Solanaceae,South and Central America,Exotica,Hymenoptera,Halictidae,Augochloropsis wallacei
Annona squamosa L.,Annonaceae,Mexico to Colombia,Exotica,Coleoptera,Nitidulidae,Carpophilus sp.
Annona squamosa L.,Annonaceae,Mexico to Colombia,Exotica,Coleoptera,Nitidulidae,Haptoncus ochraceus
Eugenia bergii Nied.,Myrtaceae,Brazil,Nativa,Hymenoptera,Apidae,Apis mellifera
Eugenia bergii Nied.,Myrtaceae,Brazil,Nativa,Hymenoptera,Apidae,Melipona obscurior
Eugenia bergii Nied.,Myrtaceae,Brazil,Nativa,Hymenoptera,Apidae,Xylocopa bimaculata
Eugenia selloi B.D.Jacks,Myrtaceae,Brazil,Nativa,Hymenoptera,Apidae,Apis mellifera
Glycine max (L.) Merr.,Fabaceae,Russian Far East to China and Temp. E. Asia,Exotica,Hymenoptera,Apidae,Apis mellifera
Citrus reticulata Blanco,Rutaceae,Himalaya to S. Central & S. Japan and Australia,Exotica,Hymenoptera,Apidae,Apis mellifera
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Andrenidae,Acamptopoeum prinii
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Andrenidae,Oxaea flavescens
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Apis mellifera
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Bombus morio
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Bombus pauloensis
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Centris aenea
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Centris fuscata
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Centris tarsata
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Centris varia
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Epicharis flava
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Euglossa sp.
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Eulaema nigrita
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Exomalopsis analis
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Exomalopsis auropilosa
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Euxomalopsis fluvofasciata
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Exomalopsis minor
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Frieseomelitta sp.
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Melipona quinquefascia
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Thygater analis
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Trigona fulviventris
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Trigona fuscipennis
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Trigona spinipes
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Xylocopa frontalis
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Xylocopa muscaria
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Apidae,Xylocopa suspecta
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Halictidae,Augochlora sp.
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Halictidae,Augochloropsis callichroa
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Halictidae,Augochloropsis cupreola
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Halictidae,Augochloropsis electra
Solanum lycopersicum L.,Solanaceae,Peru,Exotica,Hymenoptera,Halictidae,Augochloropsis smithiana
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Apidae,Apis mellifera
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Apidae,Centris fuscata
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Apidae,Frieseomelitta flavicornis
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Apidae,Scaptotrigona postica
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Apidae,Trigona fuscipennis
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Apidae,Xylocopa sp.
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Brachygastra lecheguana
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Omicron sp.
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Polistes canadensis
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Polybia ignobilis
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Polybia platycephala
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Polybia ruficeps
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Protonectarina sylveirae
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Protopolybia exigua
Spondias tuberosa Arruda,Anacardiaceae,Brazil,Nativa,Hymenoptera,Vespidae,Zethus mexicanus
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Bombus morio
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Centris aenea
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Centris flavifrons
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Centris obsoleta
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Melipona quadrifasciata
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Melipona scutellaris
Bixa orellana L.,Bixaceae,Mexico to S. Tropical America,Nativa,Hymenoptera,Apidae,Xylocopa frontalis
